Email No.,the,to,for,a,you,hou,is,this,i,your,we,are,com,please,price,attached,th,forward,u,click,unsubscribe,pro,therefore,cc,prize,hi,deadline,ur,Spam
Email 2779,7,14,7,65,3,2,9,1,40,2,1,3,4,3,0,0,13,0,26,0,0,0,0,4,0,4,0,5,0
Email 2780,10,20,9,94,3,3,13,3,67,2,2,3,5,4,0,0,18,0,32,0,0,0,0,5,0,6,0,6,0
Email 2781,1,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,2,1
Email 2782,11,24,10,106,3,3,14,4,74,2,2,3,6,5,0,0,21,0,37,0,0,0,0,6,0,7,0,6,0
Email 2783,60,46,20,403,10,6,55,21,419,3,8,13,26,0,1,0,125,0,154,0,0,15,0,6,0,31,0,33,1
Email 2784,0,3,0,31,0,0,2,0,28,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,2,0,2,1
Email 2785,2,4,5,44,3,0,3,2,36,2,2,1,2,1,0,0,8,0,17,3,0,0,0,1,0,3,0,3,1
Email 2786,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2787,30,18,16,206,26,2,29,15,238,12,3,2,8,2,0,0,76,1,96,0,0,5,1,5,0,25,0,20,1
Email 2788,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2789,1,0,0,10,0,1,2,1,12,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0
Email 2790,4,3,2,49,2,8,6,3,18,0,0,5,0,3,0,0,11,1,18,0,0,0,0,3,0,3,0,0,0
Email 2791,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0
Email 2792,7,7,3,19,0,2,1,0,14,0,3,1,0,1,0,0,13,0,7,0,0,0,0,1,0,0,0,0,0
Email 2793,4,1,1,24,1,0,1,1,18,0,0,0,0,1,0,0,9,0,8,0,0,0,0,0,0,1,0,0,0
Email 2794,0,7,1,58,1,0,2,0,41,0,3,3,0,0,2,0,1,0,16,0,0,7,0,0,0,1,0,2,1
Email 2795,6,4,2,31,1,0,6,3,19,1,0,1,1,0,0,0,14,0,11,0,0,0,0,0,0,6,0,3,0
Email 2796,20,15,8,105,0,7,12,0,78,0,3,0,0,1,0,0,32,1,58,0,0,11,0,2,0,0,0,1,0
Email 2797,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2798,4,6,3,58,10,0,8,1,71,4,0,8,1,0,1,0,8,0,37,0,0,7,0,0,0,3,0,6,1
Email 2799,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2800,80,68,32,680,2,3,39,14,761,1,24,11,31,1,0,3,132,0,234,0,0,8,0,9,0,47,0,59,0
Email 2801,5,7,9,69,1,1,5,3,60,1,2,0,4,2,0,0,14,1,29,0,0,2,0,3,0,3,0,7,0
Email 2802,4,4,3,31,2,3,4,0,20,0,1,3,0,0,0,0,7,0,15,0,0,0,0,2,0,0,0,0,0
Email 2803,1,1,0,17,1,0,4,1,19,1,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,1,0,1,1
Email 2804,24,10,8,90,3,11,13,2,54,0,6,7,1,0,6,0,36,1,46,0,0,1,0,4,0,3,0,2,0
Email 2805,0,1,1,8,0,2,0,0,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0
Email 2806,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2807,0,0,0,23,0,0,2,0,15,0,1,0,2,0,0,0,1,0,9,0,0,3,0,0,0,0,0,1,1
Email 2808,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2809,8,7,3,59,2,4,8,1,46,0,2,3,0,0,0,0,18,1,20,0,0,1,0,4,0,1,0,0,0
Email 2810,5,8,3,56,10,1,7,3,49,5,5,1,0,0,0,0,13,1,30,0,0,3,0,0,0,3,0,9,1
Email 2811,6,5,3,39,2,1,5,1,31,0,2,1,0,0,0,0,13,1,15,0,0,1,0,2,0,1,0,0,0
Email 2812,61,44,20,378,9,6,53,21,405,3,7,11,26,0,1,0,126,0,140,0,0,15,0,5,0,30,0,32,1
Email 2813,0,5,1,55,0,0,1,0,38,0,1,1,3,0,0,0,1,0,22,0,0,0,0,0,0,0,0,1,1
Email 2814,0,1,0,14,0,1,1,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Email 2815,0,1,1,11,1,0,4,1,8,1,0,0,0,1,0,0,3,1,6,0,0,0,0,0,0,1,0,2,0
Email 2816,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2817,3,5,3,37,4,0,6,1,36,1,4,1,1,0,0,0,9,0,17,0,0,0,0,0,0,5,0,3,0
Email 2818,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2819,2,5,1,21,1,5,7,1,15,0,0,2,0,0,0,0,5,1,19,0,0,3,0,1,0,1,0,2,0
Email 2820,12,11,4,68,1,0,6,1,71,0,4,2,1,3,0,0,22,0,15,0,0,2,0,0,0,2,0,7,0
Email 2821,2,2,1,19,0,0,1,1,18,0,2,1,0,0,0,0,11,0,7,0,0,0,0,0,0,2,0,0,0
Email 2822,1,7,1,107,2,0,6,0,77,0,2,0,0,0,0,0,5,0,30,0,0,4,0,0,0,1,0,5,1
Email 2823,3,0,3,12,2,0,2,1,6,0,0,1,0,0,0,0,5,0,8,0,0,0,0,0,0,1,0,0,0
Email 2824,6,4,0,39,3,3,1,0,10,0,0,0,0,1,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0
Email 2825,3,4,0,21,1,1,4,1,26,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,1,0,1,0
Email 2826,3,0,2,14,3,0,0,0,9,1,0,0,2,0,0,0,4,0,7,0,0,1,0,0,0,0,0,2,1
Email 2827,0,2,0,24,0,0,3,0,24,0,0,0,1,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,1
Email 2828,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2829,2,7,3,76,4,1,4,1,48,0,2,0,1,1,0,0,8,0,41,1,0,2,0,1,0,4,0,5,1
Email 2830,0,2,3,38,0,0,4,0,25,0,0,1,5,0,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0
Email 2831,2,2,3,24,0,0,3,0,13,0,1,2,5,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0
Email 2832,0,2,0,63,0,0,3,1,52,0,0,0,2,0,0,0,3,0,10,0,0,0,0,0,0,1,0,0,1
Email 2833,1,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
Email 2834,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2835,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2836,1,0,1,3,0,0,0,0,3,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0
Email 2837,1,9,0,77,4,0,10,0,60,2,1,0,0,0,0,0,3,0,31,0,0,0,0,0,0,1,0,4,1
Email 2838,5,7,4,50,4,5,4,1,30,3,1,0,2,4,0,0,8,2,20,0,0,0,0,2,0,1,0,5,0
Email 2839,2,3,0,27,1,0,5,2,22,0,1,2,0,1,1,0,6,0,6,0,0,1,0,0,0,2,0,2,0
Email 2840,13,33,12,242,9,0,23,6,231,2,4,4,13,8,0,0,22,1,62,1,2,2,0,1,0,12,0,10,1
Email 2841,3,3,0,18,1,0,6,3,23,0,2,1,0,0,1,0,8,0,9,0,0,0,0,0,0,3,0,0,0
Email 2842,8,5,4,50,5,2,4,1,36,1,1,4,0,0,1,0,13,1,19,0,0,1,0,1,0,1,0,1,0
Email 2843,4,4,1,26,0,0,1,1,20,0,1,0,0,1,1,0,5,0,7,0,0,0,0,0,0,1,0,2,0
Email 2844,1,6,1,63,0,5,2,0,39,0,1,0,2,1,0,0,9,1,22,0,0,0,0,1,0,1,0,9,0
Email 2845,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2846,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2847,8,5,4,50,5,2,4,1,36,1,1,4,0,0,1,0,13,1,19,0,0,1,0,1,0,1,0,1,0
Email 2848,13,17,7,109,1,8,3,1,51,0,3,2,0,1,2,0,28,1,42,0,0,0,0,2,0,3,0,2,0
Email 2849,9,12,6,86,1,3,3,1,41,0,3,1,0,1,1,0,20,1,30,0,0,0,0,1,0,2,0,2,0
Email 2850,5,5,1,57,2,4,5,2,36,0,1,3,0,1,1,0,13,0,21,0,0,1,0,1,0,2,0,3,0
Email 2851,29,13,10,112,3,14,17,2,72,0,8,9,1,0,10,0,44,1,55,0,0,1,0,6,0,3,0,2,0
Email 2852,1,4,0,38,0,0,3,0,37,0,0,0,2,0,0,0,5,0,13,0,0,0,0,0,0,0,0,1,1
Email 2853,6,5,1,23,1,1,4,3,19,0,4,1,0,1,0,0,14,0,9,0,0,0,0,0,0,3,0,3,0
Email 2854,7,4,3,51,1,2,3,1,34,0,1,0,1,1,0,0,16,0,21,0,0,0,0,0,0,1,0,1,0
Email 2855,35,33,4,187,5,3,17,9,141,0,20,9,4,1,0,0,64,0,64,0,0,7,0,1,0,12,0,5,0
Email 2856,11,7,5,65,8,2,4,0,61,2,4,3,3,0,0,0,17,1,28,0,0,1,0,0,0,1,0,4,0
Email 2857,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2858,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2859,4,4,2,39,5,2,8,1,33,1,2,1,3,0,0,0,10,0,15,0,0,2,0,0,0,2,0,3,1
Email 2860,0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Email 2861,9,7,1,65,2,11,5,2,51,0,1,0,0,2,1,1,15,0,28,0,0,0,0,1,0,2,0,0,0
Email 2862,5,4,4,20,1,3,0,0,18,1,1,1,0,0,0,0,8,1,8,0,0,0,0,3,0,2,0,1,0
Email 2863,8,11,3,39,1,4,7,3,26,0,4,4,0,1,0,0,16,1,19,0,0,0,0,2,0,3,0,5,0
Email 2864,9,6,4,38,3,3,2,0,21,1,1,3,0,1,0,2,12,1,19,0,0,1,0,2,0,1,0,1,0
Email 2865,2,0,2,9,0,0,0,0,2,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Email 2866,71,73,18,363,14,10,43,15,353,4,18,12,25,1,1,0,118,1,132,0,0,4,0,1,0,40,0,19,0
Email 2867,2,1,3,36,6,0,1,0,28,2,3,1,2,2,0,0,4,0,12,0,0,1,0,1,0,2,0,3,1
Email 2868,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2869,1,2,0,18,0,0,2,0,17,0,1,0,2,0,0,0,2,0,10,0,0,1,0,0,0,3,0,1,1
Email 2870,40,35,7,246,6,29,16,8,195,0,18,5,5,3,1,0,78,0,93,0,0,5,0,2,0,9,0,7,0
Email 2871,10,6,4,117,0,51,15,1,86,0,4,0,1,1,1,2,20,2,74,0,0,2,0,2,0,3,0,2,0
Email 2872,1,2,0,14,1,0,0,0,19,1,0,0,1,2,0,1,1,0,4,1,0,0,0,0,0,1,0,1,0
Email 2873,7,6,4,54,2,0,9,6,45,1,3,0,2,2,0,0,23,1,17,0,0,1,0,0,0,6,0,4,0
Email 2874,31,18,10,133,11,0,19,7,138,6,7,2,1,0,0,0,47,0,68,0,0,4,0,2,0,16,0,17,1
Email 2875,3,2,1,23,2,0,2,0,13,1,0,1,1,0,0,0,5,0,9,0,0,1,0,0,0,0,0,1,0
Email 2876,7,6,2,42,0,2,4,2,24,0,0,5,0,0,0,0,14,0,13,0,0,1,0,0,0,4,0,3,0
Email 2877,10,5,4,61,3,0,7,3,52,2,1,1,0,2,0,0,24,0,15,0,0,1,0,0,0,8,0,3,0
Email 2878,2,4,0,21,0,0,1,0,26,0,0,0,1,0,0,0,6,0,9,1,0,0,0,0,0,2,0,0,0
Email 2879,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2880,2,0,1,16,1,0,4,1,10,0,1,1,0,1,0,2,4,0,6,0,0,1,0,1,0,1,0,1,0
Email 2881,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2882,0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Email 2883,3,11,4,68,9,0,11,2,67,2,2,4,2,0,0,0,13,0,39,0,0,0,0,2,0,3,0,11,1
Email 2884,8,6,0,42,0,3,3,1,21,0,1,0,1,1,0,0,15,0,20,0,0,0,0,1,0,2,0,2,0
Email 2885,4,4,9,58,7,1,5,2,54,3,1,0,2,0,0,0,8,0,15,0,0,0,0,0,0,3,0,3,0
Email 2886,9,5,1,82,7,1,22,8,97,1,0,3,1,0,0,0,22,0,35,0,0,4,0,0,0,8,0,5,1
Email 2887,3,3,4,30,4,1,7,4,19,0,0,0,0,1,0,0,10,1,9,0,0,0,0,1,0,4,0,1,0
Email 2888,0,0,0,7,0,0,0,0,10,0,3,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1
Email 2889,5,4,2,43,4,3,5,2,43,1,0,0,0,1,0,0,15,0,18,0,0,1,0,0,0,3,0,2,1
Email 2890,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Email 2891,5,6,3,41,2,4,1,0,28,0,3,4,0,0,0,0,7,1,16,0,0,1,0,2,0,4,0,1,0
Email 2892,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2893,0,0,1,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2894,5,2,3,34,1,4,7,2,29,0,2,1,0,2,0,1,11,1,12,0,0,3,0,2,0,2,0,1,0
Email 2895,1,5,1,5,1,1,2,1,16,0,1,1,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,0,0
Email 2896,12,10,6,80,3,9,1,0,48,0,4,6,0,1,0,0,16,2,31,0,0,1,0,4,0,7,0,1,0
Email 2897,12,12,6,99,3,16,3,1,58,0,6,8,0,1,0,0,18,2,42,0,0,2,0,5,0,9,0,2,0
Email 2898,11,4,2,29,1,1,1,1,29,0,0,0,0,1,0,0,19,0,12,0,0,2,0,0,0,1,0,2,0
Email 2899,4,4,2,39,5,2,8,1,33,1,2,1,3,0,0,0,10,0,15,0,0,2,0,0,0,2,0,3,1
Email 2900,2,2,0,57,4,0,3,1,47,0,2,0,0,0,0,0,7,0,15,0,0,0,0,0,0,2,0,0,1
Email 2901,2,1,2,11,1,0,9,3,23,0,0,1,2,1,0,0,8,0,9,0,0,0,0,0,0,3,0,3,0
Email 2902,1,0,1,13,0,0,0,0,0,0,1,1,0,1,0,1,2,0,6,0,0,0,0,2,0,0,0,0,0
Email 2903,0,1,0,14,0,1,1,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Email 2904,4,2,5,45,2,1,5,1,30,1,2,0,0,0,4,0,8,0,9,0,0,0,0,2,0,2,0,1,0
Email 2905,4,1,1,17,4,0,1,0,22,2,1,0,2,1,0,0,7,0,10,0,0,1,0,0,0,0,0,2,1
Email 2906,4,0,0,17,2,0,2,0,11,1,1,0,1,2,0,1,5,0,5,0,0,0,0,0,0,0,0,1,0
Email 2907,19,15,13,121,4,1,16,5,75,1,6,4,0,3,1,0,34,1,32,0,0,0,0,1,0,7,0,3,0
Email 2908,3,3,2,17,0,1,2,0,9,0,2,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,1,0
Email 2909,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2910,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2911,4,2,5,45,2,1,5,1,30,1,2,0,0,0,4,0,8,0,9,0,0,0,0,2,0,2,0,1,0
Email 2912,0,1,0,6,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
Email 2913,4,0,0,17,2,0,2,0,11,1,1,0,1,2,0,1,5,0,5,0,0,0,0,0,0,0,0,1,0
Email 2914,19,15,13,121,4,1,16,5,75,1,6,4,0,3,1,0,34,1,32,0,0,0,0,1,0,7,0,3,0
Email 2915,3,3,2,17,0,1,2,0,9,0,2,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,1,0
Email 2916,3,6,5,47,4,3,2,0,46,0,0,0,2,4,0,0,8,2,21,0,0,4,0,2,0,0,0,3,0
Email 2917,26,12,7,110,4,4,11,4,75,0,7,3,1,1,0,0,43,1,38,0,0,0,0,6,0,6,0,4,0
Email 2918,15,5,3,58,0,2,9,4,43,0,3,1,1,1,0,0,26,1,20,0,0,0,0,3,0,6,0,2,0
Email 2919,11,13,5,132,15,2,7,1,124,7,3,0,8,3,0,0,18,0,66,4,1,3,0,1,0,1,0,13,0
Email 2920,3,0,2,20,1,1,2,0,10,0,1,0,0,1,0,3,4,0,13,0,0,0,0,1,0,0,0,2,0
Email 2921,4,0,3,32,1,1,2,0,15,0,3,0,0,1,0,4,5,0,21,0,0,0,0,1,0,0,0,5,0
Email 2922,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2923,4,5,3,61,7,0,4,1,47,2,2,0,1,0,0,0,9,1,27,0,0,4,0,0,0,2,0,8,1
Email 2924,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2925,26,12,7,110,4,4,11,4,75,0,7,3,1,1,0,0,43,1,38,0,0,0,0,6,0,6,0,4,0
Email 2926,10,20,5,104,12,2,6,1,98,4,3,1,1,0,0,0,22,0,45,0,0,2,0,3,0,5,0,6,1
Email 2927,15,5,3,58,0,2,9,4,43,0,3,1,1,1,0,0,26,1,20,0,0,0,0,3,0,6,0,2,0
Email 2928,2,3,1,14,4,0,5,2,13,2,2,1,1,0,0,0,6,0,9,0,0,0,0,0,0,2,0,4,0
Email 2929,0,2,0,7,0,0,1,0,9,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1
Email 2930,7,3,0,23,1,1,5,2,18,0,3,1,0,1,0,0,13,0,8,0,0,1,0,0,0,6,0,3,0
Email 2931,0,3,2,9,0,1,0,0,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0
Email 2932,11,4,6,82,1,2,6,0,84,0,2,1,2,0,0,0,19,0,35,0,0,0,0,0,0,1,0,8,1
Email 2933,2,4,0,20,2,0,2,0,19,1,4,1,0,0,2,0,5,0,6,0,0,1,0,0,0,1,0,2,1
Email 2934,0,2,5,19,0,1,4,0,11,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0
Email 2935,6,1,3,26,1,0,4,1,20,0,0,1,0,0,0,0,11,0,6,0,0,2,0,0,0,2,0,0,0
Email 2936,2,2,1,19,1,2,1,0,21,1,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,1,0
Email 2937,2,4,4,51,1,4,5,3,30,1,0,1,1,3,0,0,7,2,16,0,0,5,0,2,0,3,0,2,0
Email 2938,5,3,5,67,2,2,5,1,34,1,3,2,0,1,5,0,10,0,13,0,0,0,0,3,0,2,0,2,0
Email 2939,4,2,2,9,3,1,2,0,12,2,0,0,1,0,0,0,6,0,10,0,0,0,0,1,0,2,0,3,1
Email 2940,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2941,2,2,0,10,0,0,0,0,15,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
Email 2942,2,2,1,27,0,0,1,0,26,0,0,1,2,0,0,0,3,0,14,0,0,1,0,0,0,2,0,2,1
Email 2943,0,0,1,6,0,0,1,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2944,1,2,3,16,1,0,3,0,11,1,1,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,1,1
Email 2945,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2946,0,0,1,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2947,2,1,1,52,0,0,0,0,23,0,1,0,0,0,0,0,2,0,10,0,0,2,0,0,0,1,0,2,0
Email 2948,4,5,0,18,13,0,1,0,31,5,3,1,0,0,0,0,6,0,23,1,0,0,0,0,0,1,0,7,1
Email 2949,5,3,5,67,2,2,5,1,34,1,3,2,0,1,5,0,10,0,13,0,0,0,0,3,0,2,0,2,0
Email 2950,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2951,43,24,4,108,3,3,10,4,90,1,2,4,5,5,0,1,52,1,37,4,0,1,0,0,0,5,0,4,0
Email 2952,1,4,3,44,5,3,0,0,16,2,0,1,0,3,0,1,4,3,17,0,0,0,0,1,0,0,0,4,0
Email 2953,0,1,0,38,0,0,3,0,26,0,2,0,1,0,0,0,1,0,11,0,0,1,0,0,0,2,0,0,1
Email 2954,14,1,13,61,0,7,1,0,38,0,0,1,0,1,0,0,21,1,26,0,0,0,0,1,0,0,0,5,0
Email 2955,30,17,13,170,16,2,23,6,195,7,3,5,2,2,0,0,54,2,70,0,0,5,1,3,0,18,0,15,1
Email 2956,2,2,2,10,0,0,2,0,13,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,1,0,1,1
Email 2957,1,0,0,9,1,0,0,0,9,1,3,0,1,0,2,0,1,0,3,0,0,0,0,1,0,0,0,2,1
Email 2958,8,0,7,25,0,0,0,0,11,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,3,0
Email 2959,0,1,1,10,0,2,2,0,5,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0
Email 2960,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Email 2961,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2962,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2963,4,7,4,80,12,3,8,5,39,4,6,0,1,1,0,0,14,3,40,0,0,1,0,5,0,5,0,7,0
Email 2964,1,2,2,23,0,2,2,1,20,0,0,0,1,0,0,0,6,1,11,0,0,0,0,1,0,1,0,0,0
Email 2965,0,9,1,22,0,1,4,0,14,0,0,3,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,1,0
Email 2966,6,3,3,26,2,0,5,1,23,1,0,1,0,0,0,0,10,0,10,0,0,1,0,0,0,1,0,3,0
Email 2967,8,2,2,37,1,0,6,2,42,0,2,2,2,0,0,0,14,0,15,0,0,0,0,0,0,9,0,3,1
Email 2968,4,3,2,11,1,0,0,0,7,0,1,1,0,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0
Email 2969,1,1,1,18,1,0,1,0,6,0,1,1,0,1,0,0,4,0,5,0,0,0,0,0,0,2,0,0,0
Email 2970,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2971,0,6,1,80,0,0,4,0,73,0,0,2,0,0,0,0,0,0,23,0,0,8,0,0,0,4,0,2,1
Email 2972,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2973,1,1,1,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
Email 2974,12,15,2,66,2,6,10,2,76,2,1,0,6,0,0,0,18,0,34,0,0,4,0,0,0,6,0,15,0
Email 2975,17,2,18,95,0,14,2,0,66,0,0,2,0,2,0,0,26,2,42,0,0,0,0,2,0,0,0,7,0
Email 2976,6,2,1,30,3,1,0,0,16,0,1,0,0,1,0,0,12,0,16,0,0,1,0,0,0,2,0,0,0
Email 2977,5,1,1,30,1,0,1,0,29,0,1,0,0,1,0,0,7,0,6,0,0,1,0,0,0,0,0,1,0
Email 2978,0,0,1,17,0,0,3,1,11,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1
Email 2979,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2980,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2981,1,3,1,32,1,0,1,0,18,0,0,0,1,0,0,0,2,0,10,0,0,0,0,0,0,0,0,1,1
Email 2982,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2983,4,4,5,44,1,12,5,0,47,0,0,2,0,2,0,0,11,2,22,0,0,0,0,2,0,1,0,0,0
Email 2984,2,6,4,76,11,0,6,1,79,0,5,3,0,1,1,0,8,1,42,0,0,0,0,0,0,4,0,7,1
Email 2985,6,2,1,30,3,1,0,0,16,0,1,0,0,1,0,0,12,0,16,0,0,1,0,0,0,2,0,0,0
Email 2986,3,6,0,21,0,0,2,1,13,0,1,1,0,0,1,0,7,0,10,0,0,0,0,0,0,2,0,1,0
Email 2987,0,5,0,20,7,0,1,0,16,3,1,2,1,1,0,0,0,0,16,2,0,1,0,0,0,1,0,5,1
Email 2988,15,12,3,77,9,1,14,1,79,2,2,4,2,0,0,0,27,0,31,0,0,2,0,0,0,6,0,4,1
Email 2989,2,5,0,14,0,0,0,0,13,0,1,0,6,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0
Email 2990,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 2991,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 2992,7,6,4,30,1,1,6,3,27,0,6,2,0,1,0,0,15,1,13,0,0,0,1,0,0,3,0,3,0
Email 2993,1,0,0,8,0,0,1,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
Email 2994,3,3,2,20,2,1,1,0,12,0,0,0,0,1,0,0,5,0,15,0,0,0,0,1,0,0,0,1,0
Email 2995,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1
